SessionTime,Lap,LapDist,LapDistPct,Speed,Yaw,YawNorth,VelocityX,VelocityY,VelocityZ,YawRate,SteeringWheelAngle,LatAccel,IsOnTrack
883.866666158,1.000000000,1124.299438477,0.175302073,27.287578583,1.805507064,5.498147011,27.286993027,-0.178598315,-0.224364489,-0.589403927,-9.424778938,-12.135225296,1.000000000
883.883332824,1.000000000,1124.731445312,0.175369442,27.368066788,1.795655727,5.507998466,27.367740631,-0.133780852,-0.234155446,-0.583120525,-9.424778938,-14.028369904,1.000000000
883.899999491,1.000000000,1125.164306641,0.175436929,27.396512985,1.786223769,5.517430305,27.396236420,-0.123089731,-0.234893769,-0.548608124,-9.424778938,-15.071419716,1.000000000
883.916666158,1.000000000,1125.597290039,0.175504446,27.362468719,1.777414560,5.526239395,27.362117767,-0.138552845,-0.222618654,-0.512140810,-9.424778938,-15.392256737,1.000000000
883.933332824,1.000000000,1126.029418945,0.175571814,27.316722870,1.768990278,5.534664154,27.316196442,-0.169779092,-0.197245389,-0.506019950,-9.424778938,-15.604027748,1.000000000
883.949999491,1.000000000,1126.460571289,0.175639048,27.231674194,1.760513902,5.543140411,27.230905533,-0.204552114,-0.156596139,-0.517778158,-9.424778938,-16.153503418,1.000000000
883.966666158,1.000000000,1126.890014648,0.175705999,27.121025085,1.751627207,5.552026749,27.119953156,-0.241004884,-0.117271081,-0.553642392,-9.424778938,-16.783485413,1.000000000
883.983332824,1.000000000,1127.317749023,0.175772697,27.034046173,1.742043376,5.561610699,27.032737732,-0.265936643,-0.091233343,-0.596614242,-9.424778938,-16.864593506,1.000000000
883.999999491,1.000000000,1127.744506836,0.175839230,26.981721878,1.731810451,5.571843624,26.980436325,-0.263319433,-0.089255296,-0.626238167,-9.424778938,-15.700229645,1.000000000
884.016666158,1.000000000,1128.170776367,0.175905704,26.934459686,1.721370339,5.582283974,26.933448792,-0.233399391,-0.108574450,-0.622279584,-9.424778938,-14.459482193,1.000000000
884.033332824,1.000000000,1128.596679688,0.175972104,26.891677856,1.711139679,5.592514515,26.890958786,-0.196700007,-0.132529646,-0.606161118,-9.424778938,-14.170640945,1.000000000
884.049999491,1.000000000,1129.021728516,0.176038384,26.848524094,1.701117635,5.602536678,26.847976685,-0.171506688,-0.145594746,-0.598974526,-9.424778938,-14.652791023,1.000000000
884.066666158,1.000000000,1129.446044922,0.176104546,26.810262680,1.691130757,5.612523556,26.809801102,-0.157458410,-0.143548667,-0.602141142,-9.424778938,-15.443806648,1.000000000
884.083332824,1.000000000,1129.869750977,0.176170602,26.767023087,1.681017160,5.622636795,26.766569138,-0.155986100,-0.137654543,-0.611666501,-9.424778938,-16.370069504,1.000000000
884.099999491,1.000000000,1130.292846680,0.176236570,26.727952957,1.670764446,5.632889748,26.727466583,-0.161301315,-0.132023945,-0.617877662,-9.424778938,-16.612613678,1.000000000
884.116666158,1.000000000,1130.715454102,0.176302463,26.715000153,1.660416961,5.643237114,26.714506149,-0.162445888,-0.133789599,-0.623865724,-9.424778938,-16.379283905,1.000000000
884.133332824,1.000000000,1131.138549805,0.176368445,26.725957870,1.649940848,5.653713226,26.725515366,-0.153888538,-0.143896043,-0.631235957,-9.424778938,-15.839972496,1.000000000
884.149999491,1.000000000,1131.562377930,0.176434517,26.747743607,1.639459133,5.664195061,26.747417450,-0.132205844,-0.166890085,-0.618727207,-9.424778938,-14.872288704,1.000000000
884.166666158,1.000000000,1131.986572266,0.176500663,26.758583069,1.629530191,5.674123764,26.758346558,-0.112461492,-0.188225806,-0.568642318,-9.424778938,-14.741887093,1.000000000
884.183332824,1.000000000,1132.410644531,0.176566780,26.734527588,1.620448828,5.683205605,26.734205246,-0.131085858,-0.186834112,-0.525079727,-9.424778938,-15.893697739,1.000000000
884.199999491,1.000000000,1132.834106445,0.176632807,26.689794540,1.611896873,5.691757202,26.689258575,-0.168985218,-0.167669058,-0.508026779,-9.424778938,-15.861636162,1.000000000
884.216666158,1.000000000,1133.256713867,0.176698700,26.640371323,1.603403926,5.700250149,26.639574051,-0.206171483,-0.154490963,-0.514942169,-9.424778938,-15.537983894,1.000000000
884.233332824,1.000000000,1133.678466797,0.176764458,26.558620453,1.594735742,5.708918571,26.557582855,-0.234680325,-0.141006008,-0.526694894,-9.424778938,-15.499029160,1.000000000
884.249999491,1.000000000,1134.099121094,0.176830053,26.467653275,1.585812211,5.717842102,26.466337204,-0.263939083,-0.119459756,-0.548893332,-9.424778938,-15.965482712,1.000000000
884.266666158,1.000000000,1134.519531250,0.176895604,26.398605347,1.576363325,5.727291107,26.397087097,-0.283045441,-0.104462571,-0.587742686,-9.424778938,-15.951990128,1.000000000
884.283332824,1.000000000,1134.938842773,0.176960990,26.348321915,1.566218376,5.737435818,26.346830368,-0.280381411,-0.104470104,-0.626751423,-9.424778938,-15.760865211,1.000000000
884.299999491,1.000000000,1135.357421875,0.177026257,26.298648834,1.555619597,5.748034477,26.297225952,-0.273613125,-0.103745766,-0.640576780,-9.424778938,-16.569078445,1.000000000
884.316666158,1.000000000,1135.775268555,0.177091405,26.249452591,1.544915438,5.758738518,26.247999191,-0.276257008,-0.096222095,-0.642700791,-9.424778938,-17.028846741,1.000000000
884.333332824,1.000000000,1136.192382812,0.177156433,26.228172302,1.534148574,5.769505501,26.226768494,-0.271304935,-0.102860428,-0.653168678,-9.424778938,-15.684835434,1.000000000
884.349999491,1.000000000,1136.609863281,0.177221537,26.300960541,1.522923231,5.780731201,26.300127029,-0.209444374,-0.136443734,-0.697543323,-9.424778938,-12.305659294,1.000000000
884.366666158,1.000000000,1137.029296875,0.177286938,26.440307617,1.510877013,5.792777061,26.440196991,-0.076333523,-0.189449966,-0.740143716,-9.424778938,-10.281646729,1.000000000
884.383332824,1.000000000,1137.452880859,0.177352980,26.603771210,1.498387337,5.805266857,26.603664398,0.075541049,-0.242978215,-0.747325063,-9.424778938,-11.074099541,1.000000000
884.399999491,1.000000000,1137.879028320,0.177419424,26.750398636,1.486222267,5.817431927,26.749738693,0.187884554,-0.271666318,-0.700604558,-9.424778938,-13.588907242,1.000000000
884.416666158,1.000000000,1138.307006836,0.177486151,26.854625702,1.475261331,5.828392982,26.853557587,0.239502192,-0.272182941,-0.612800121,-9.424778938,-14.831246376,1.000000000
884.433332824,1.000000000,1138.736328125,0.177553087,26.899404526,1.465357423,5.838296890,26.898895264,0.165798575,-0.251015663,-0.719259858,-1.561915398,-31.260467529,1.000000000
884.449999491,1.000000000,1139.166015625,0.177620083,26.883518219,1.455983996,5.847670078,26.882541656,0.229211822,-0.217832953,-0.434842944,0.000000000,-13.608594894,1.000000000
884.466666158,1.000000000,1139.594726562,0.177686930,26.794477463,1.450353265,5.853301048,26.793037415,0.277768791,-0.172600687,-0.260006994,0.000000000,-4.572212696,1.000000000
884.483332824,1.000000000,1140.021972656,0.177753553,26.717613220,1.446997762,5.856656551,26.715768814,0.313875854,-0.109466836,-0.154932857,0.000000000,-2.583484173,1.000000000
